No;Komoditas;Tanggal;Provinsi;Kota / Kelurahan;Pasar;Harga (Rp)
35;Cabai Rawit Merah;27/01/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;100000
36;Cabai Rawit Merah;27/01/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
37;Cabai Rawit Merah;28/01/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;100000
38;Cabai Rawit Merah;28/01/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
39;Cabai Rawit Merah;29/01/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;110000
40;Cabai Rawit Merah;29/01/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
41;Cabai Rawit Merah;30/01/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;110000
42;Cabai Rawit Merah;30/01/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
43;Cabai Rawit Merah;31/01/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;110000
44;Cabai Rawit Merah;31/01/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
45;Cabai Rawit Merah;03/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;110000
46;Cabai Rawit Merah;03/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
47;Cabai Rawit Merah;04/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;110000
48;Cabai Rawit Merah;04/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
49;Cabai Rawit Merah;05/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;110000
50;Cabai Rawit Merah;05/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
51;Cabai Rawit Merah;06/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;110000
52;Cabai Rawit Merah;06/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
53;Cabai Rawit Merah;07/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;110000
54;Cabai Rawit Merah;07/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
55;Cabai Rawit Merah;10/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;105000
56;Cabai Rawit Merah;10/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
57;Cabai Rawit Merah;11/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;105000
58;Cabai Rawit Merah;11/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
59;Cabai Rawit Merah;12/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;85000
60;Cabai Rawit Merah;12/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
61;Cabai Rawit Merah;13/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;85000
62;Cabai Rawit Merah;13/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
63;Cabai Rawit Merah;14/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;80000
64;Cabai Rawit Merah;14/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
65;Cabai Rawit Merah;17/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;75000
66;Cabai Rawit Merah;17/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;90000
67;Cabai Rawit Merah;18/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;75000
68;Cabai Rawit Merah;18/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;80000
69;Cabai Rawit Merah;19/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;75000
70;Cabai Rawit Merah;19/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;70000
71;Cabai Rawit Merah;20/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;75000
72;Cabai Rawit Merah;20/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;70000
73;Cabai Rawit Merah;21/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;70000
74;Cabai Rawit Merah;21/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;70000
75;Cabai Rawit Merah;24/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;65000
76;Cabai Rawit Merah;24/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;70000
77;Cabai Rawit Merah;25/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;65000
78;Cabai Rawit Merah;25/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;70000
79;Cabai Rawit Merah;26/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;72500
80;Cabai Rawit Merah;26/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;70000
81;Cabai Rawit Merah;27/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
82;Cabai Rawit Merah;27/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;70000
83;Cabai Rawit Merah;28/02/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
84;Cabai Rawit Merah;28/02/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
85;Cabai Rawit Merah;02/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;52500
86;Cabai Rawit Merah;02/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
87;Cabai Rawit Merah;03/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;52500
88;Cabai Rawit Merah;03/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
89;Cabai Rawit Merah;04/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;52500
90;Cabai Rawit Merah;04/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
91;Cabai Rawit Merah;05/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;55000
92;Cabai Rawit Merah;05/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
93;Cabai Rawit Merah;06/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;55000
94;Cabai Rawit Merah;06/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
95;Cabai Rawit Merah;09/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
96;Cabai Rawit Merah;09/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
97;Cabai Rawit Merah;10/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
98;Cabai Rawit Merah;10/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
99;Cabai Rawit Merah;11/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
100;Cabai Rawit Merah;11/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
101;Cabai Rawit Merah;12/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
102;Cabai Rawit Merah;12/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
103;Cabai Rawit Merah;13/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
104;Cabai Rawit Merah;13/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
105;Cabai Rawit Merah;16/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
106;Cabai Rawit Merah;16/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
107;Cabai Rawit Merah;17/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
108;Cabai Rawit Merah;17/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
109;Cabai Rawit Merah;18/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
110;Cabai Rawit Merah;18/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
111;Cabai Rawit Merah;19/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
112;Cabai Rawit Merah;19/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
113;Cabai Rawit Merah;20/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;65000
114;Cabai Rawit Merah;20/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
115;Cabai Rawit Merah;23/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;65000
116;Cabai Rawit Merah;23/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
117;Cabai Rawit Merah;24/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;65000
118;Cabai Rawit Merah;24/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
119;Cabai Rawit Merah;26/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;72500
120;Cabai Rawit Merah;26/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
121;Cabai Rawit Merah;27/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;75000
122;Cabai Rawit Merah;27/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
123;Cabai Rawit Merah;30/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;75000
124;Cabai Rawit Merah;30/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
125;Cabai Rawit Merah;31/03/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;75000
126;Cabai Rawit Merah;31/03/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
127;Cabai Rawit Merah;01/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;65000
128;Cabai Rawit Merah;01/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
129;Cabai Rawit Merah;02/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
130;Cabai Rawit Merah;02/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
131;Cabai Rawit Merah;03/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;60000
132;Cabai Rawit Merah;03/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;50000
133;Cabai Rawit Merah;06/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;65000
134;Cabai Rawit Merah;06/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
135;Cabai Rawit Merah;07/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;65000
136;Cabai Rawit Merah;07/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
137;Cabai Rawit Merah;08/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;65000
138;Cabai Rawit Merah;08/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
139;Cabai Rawit Merah;09/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;70000
140;Cabai Rawit Merah;09/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
141;Cabai Rawit Merah;13/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;70000
142;Cabai Rawit Merah;13/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
143;Cabai Rawit Merah;14/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;70000
144;Cabai Rawit Merah;14/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
145;Cabai Rawit Merah;15/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;62500
146;Cabai Rawit Merah;15/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
147;Cabai Rawit Merah;16/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;62500
148;Cabai Rawit Merah;16/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
149;Cabai Rawit Merah;17/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;47500
150;Cabai Rawit Merah;17/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
151;Cabai Rawit Merah;20/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
152;Cabai Rawit Merah;20/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
153;Cabai Rawit Merah;21/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;42500
154;Cabai Rawit Merah;21/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
155;Cabai Rawit Merah;22/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;42500
156;Cabai Rawit Merah;22/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
157;Cabai Rawit Merah;23/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;47500
158;Cabai Rawit Merah;23/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
159;Cabai Rawit Merah;24/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;47500
160;Cabai Rawit Merah;24/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
161;Cabai Rawit Merah;27/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;47500
162;Cabai Rawit Merah;27/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
163;Cabai Rawit Merah;28/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;45000
164;Cabai Rawit Merah;28/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
165;Cabai Rawit Merah;29/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
166;Cabai Rawit Merah;29/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
167;Cabai Rawit Merah;30/04/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
168;Cabai Rawit Merah;30/04/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
169;Cabai Rawit Merah;04/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
170;Cabai Rawit Merah;04/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
171;Cabai Rawit Merah;05/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
172;Cabai Rawit Merah;05/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
173;Cabai Rawit Merah;06/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
174;Cabai Rawit Merah;06/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
175;Cabai Rawit Merah;08/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
176;Cabai Rawit Merah;08/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
177;Cabai Rawit Merah;11/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
178;Cabai Rawit Merah;11/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
179;Cabai Rawit Merah;12/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
180;Cabai Rawit Merah;12/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
181;Cabai Rawit Merah;13/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
182;Cabai Rawit Merah;13/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
183;Cabai Rawit Merah;14/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
184;Cabai Rawit Merah;14/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
185;Cabai Rawit Merah;15/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
186;Cabai Rawit Merah;15/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;55000
187;Cabai Rawit Merah;18/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
188;Cabai Rawit Merah;18/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;40000
189;Cabai Rawit Merah;19/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
190;Cabai Rawit Merah;19/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;40000
191;Cabai Rawit Merah;20/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
192;Cabai Rawit Merah;20/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;40000
193;Cabai Rawit Merah;26/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;57500
194;Cabai Rawit Merah;26/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;40000
195;Cabai Rawit Merah;27/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;57500
196;Cabai Rawit Merah;27/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;40000
197;Cabai Rawit Merah;28/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;57500
198;Cabai Rawit Merah;28/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;40000
199;Cabai Rawit Merah;29/05/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;47500
200;Cabai Rawit Merah;29/05/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
201;Cabai Rawit Merah;02/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;47500
202;Cabai Rawit Merah;02/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
203;Cabai Rawit Merah;03/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;47500
204;Cabai Rawit Merah;03/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
205;Cabai Rawit Merah;04/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;45000
206;Cabai Rawit Merah;04/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
207;Cabai Rawit Merah;05/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
208;Cabai Rawit Merah;05/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
209;Cabai Rawit Merah;08/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
210;Cabai Rawit Merah;08/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
211;Cabai Rawit Merah;09/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
212;Cabai Rawit Merah;09/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
213;Cabai Rawit Merah;10/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
214;Cabai Rawit Merah;10/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
215;Cabai Rawit Merah;11/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
216;Cabai Rawit Merah;11/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
217;Cabai Rawit Merah;12/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
218;Cabai Rawit Merah;12/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
219;Cabai Rawit Merah;15/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
220;Cabai Rawit Merah;15/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
221;Cabai Rawit Merah;16/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;35000
222;Cabai Rawit Merah;16/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
223;Cabai Rawit Merah;17/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;35000
224;Cabai Rawit Merah;17/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
225;Cabai Rawit Merah;18/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;35000
226;Cabai Rawit Merah;18/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
227;Cabai Rawit Merah;19/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
228;Cabai Rawit Merah;19/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
229;Cabai Rawit Merah;22/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
230;Cabai Rawit Merah;22/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
231;Cabai Rawit Merah;23/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
232;Cabai Rawit Merah;23/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
233;Cabai Rawit Merah;24/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
234;Cabai Rawit Merah;24/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
235;Cabai Rawit Merah;25/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;27500
236;Cabai Rawit Merah;25/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
237;Cabai Rawit Merah;26/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;27500
238;Cabai Rawit Merah;26/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
239;Cabai Rawit Merah;29/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
240;Cabai Rawit Merah;29/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
241;Cabai Rawit Merah;30/06/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
242;Cabai Rawit Merah;30/06/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
243;Cabai Rawit Merah;01/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
244;Cabai Rawit Merah;01/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
245;Cabai Rawit Merah;02/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
246;Cabai Rawit Merah;02/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
247;Cabai Rawit Merah;03/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
248;Cabai Rawit Merah;03/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
249;Cabai Rawit Merah;06/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
250;Cabai Rawit Merah;06/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
251;Cabai Rawit Merah;07/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;27500
252;Cabai Rawit Merah;07/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
253;Cabai Rawit Merah;08/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
254;Cabai Rawit Merah;08/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
255;Cabai Rawit Merah;09/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
256;Cabai Rawit Merah;09/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
257;Cabai Rawit Merah;10/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
258;Cabai Rawit Merah;10/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
259;Cabai Rawit Merah;13/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
260;Cabai Rawit Merah;13/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;20000
261;Cabai Rawit Merah;14/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
262;Cabai Rawit Merah;14/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
263;Cabai Rawit Merah;15/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;33500
264;Cabai Rawit Merah;15/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
265;Cabai Rawit Merah;16/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;33500
266;Cabai Rawit Merah;16/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
267;Cabai Rawit Merah;17/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;33500
268;Cabai Rawit Merah;17/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
269;Cabai Rawit Merah;20/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;33500
270;Cabai Rawit Merah;20/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
271;Cabai Rawit Merah;21/07/2020;Jawa Barat;Kota Bandung;Pasar Kosambi;33500
272;Cabai Rawit Merah;21/07/2020;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
