No;Komoditas;Tanggal;Provinsi;Kota / Kelurahan;Pasar;Harga (Rp)
1553;Bawang Merah;10/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
1554;Bawang Merah;10/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1571;Bawang Merah;13/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
1572;Bawang Merah;13/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
1589;Bawang Merah;14/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
1590;Bawang Merah;14/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
1607;Bawang Merah;15/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
1608;Bawang Merah;15/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
1625;Bawang Merah;16/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
1626;Bawang Merah;16/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
1643;Bawang Merah;17/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
1644;Bawang Merah;17/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
1661;Bawang Merah;20/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
1662;Bawang Merah;20/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
1679;Bawang Merah;21/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
1680;Bawang Merah;21/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
1697;Bawang Merah;22/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
1698;Bawang Merah;22/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;25000
1715;Bawang Merah;23/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
1716;Bawang Merah;23/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1733;Bawang Merah;24/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37500
1734;Bawang Merah;24/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1751;Bawang Merah;27/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37000
1752;Bawang Merah;27/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1769;Bawang Merah;28/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37000
1770;Bawang Merah;28/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1787;Bawang Merah;29/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
1788;Bawang Merah;29/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1805;Bawang Merah;31/05/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
1806;Bawang Merah;31/05/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1823;Bawang Merah;03/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;37000
1824;Bawang Merah;03/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1841;Bawang Merah;04/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
1842;Bawang Merah;04/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1859;Bawang Merah;10/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;44000
1860;Bawang Merah;10/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1877;Bawang Merah;11/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;39000
1878;Bawang Merah;11/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1895;Bawang Merah;12/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;39000
1896;Bawang Merah;12/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1913;Bawang Merah;13/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
1914;Bawang Merah;13/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1931;Bawang Merah;14/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;40000
1932;Bawang Merah;14/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1949;Bawang Merah;17/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
1950;Bawang Merah;17/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1967;Bawang Merah;18/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
1968;Bawang Merah;18/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
1985;Bawang Merah;19/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
1986;Bawang Merah;19/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2003;Bawang Merah;20/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
2004;Bawang Merah;20/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2021;Bawang Merah;21/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
2022;Bawang Merah;21/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2039;Bawang Merah;24/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;38000
2040;Bawang Merah;24/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2057;Bawang Merah;25/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36500
2058;Bawang Merah;25/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2075;Bawang Merah;26/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36500
2076;Bawang Merah;26/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2093;Bawang Merah;27/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36500
2094;Bawang Merah;27/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2111;Bawang Merah;28/06/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36500
2112;Bawang Merah;28/06/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2129;Bawang Merah;01/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36500
2130;Bawang Merah;01/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2147;Bawang Merah;02/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36500
2148;Bawang Merah;02/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2165;Bawang Merah;03/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36500
2166;Bawang Merah;03/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2183;Bawang Merah;04/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36500
2184;Bawang Merah;04/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2201;Bawang Merah;05/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36500
2202;Bawang Merah;05/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2219;Bawang Merah;08/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36000
2220;Bawang Merah;08/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2237;Bawang Merah;09/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36000
2238;Bawang Merah;09/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2255;Bawang Merah;10/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36000
2256;Bawang Merah;10/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2273;Bawang Merah;11/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36000
2290;Bawang Merah;12/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;36000
2291;Bawang Merah;12/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2308;Bawang Merah;15/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;35000
2325;Bawang Merah;16/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;35000
2326;Bawang Merah;16/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2343;Bawang Merah;17/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;35000
2344;Bawang Merah;17/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2361;Bawang Merah;18/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;35000
2362;Bawang Merah;18/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2379;Bawang Merah;19/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2380;Bawang Merah;19/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2397;Bawang Merah;22/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2398;Bawang Merah;22/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2415;Bawang Merah;23/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2416;Bawang Merah;23/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2433;Bawang Merah;24/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2434;Bawang Merah;24/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2451;Bawang Merah;25/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2452;Bawang Merah;25/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2468;Bawang Merah;26/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2469;Bawang Merah;26/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2486;Bawang Merah;29/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2487;Bawang Merah;29/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2504;Bawang Merah;30/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2505;Bawang Merah;30/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2522;Bawang Merah;31/07/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2523;Bawang Merah;31/07/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2540;Bawang Merah;01/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2541;Bawang Merah;01/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2558;Bawang Merah;02/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2559;Bawang Merah;02/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2576;Bawang Merah;05/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2577;Bawang Merah;05/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2594;Bawang Merah;06/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2595;Bawang Merah;06/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2612;Bawang Merah;07/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2613;Bawang Merah;07/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2630;Bawang Merah;08/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2631;Bawang Merah;08/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2648;Bawang Merah;09/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2649;Bawang Merah;09/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2666;Bawang Merah;12/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2667;Bawang Merah;12/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2684;Bawang Merah;13/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2685;Bawang Merah;13/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2702;Bawang Merah;14/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2703;Bawang Merah;14/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2719;Bawang Merah;15/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2720;Bawang Merah;15/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2737;Bawang Merah;16/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;32500
2738;Bawang Merah;16/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2755;Bawang Merah;19/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
2756;Bawang Merah;19/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2773;Bawang Merah;20/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
2774;Bawang Merah;20/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2791;Bawang Merah;21/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
2792;Bawang Merah;21/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2809;Bawang Merah;22/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
2810;Bawang Merah;22/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2827;Bawang Merah;23/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2828;Bawang Merah;23/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2845;Bawang Merah;26/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2846;Bawang Merah;26/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2863;Bawang Merah;27/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2864;Bawang Merah;27/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2881;Bawang Merah;28/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2882;Bawang Merah;28/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2899;Bawang Merah;29/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2900;Bawang Merah;29/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2917;Bawang Merah;30/08/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2918;Bawang Merah;30/08/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2935;Bawang Merah;02/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2936;Bawang Merah;02/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2953;Bawang Merah;03/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2954;Bawang Merah;03/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2971;Bawang Merah;04/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2972;Bawang Merah;04/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
2989;Bawang Merah;05/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
2990;Bawang Merah;05/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3007;Bawang Merah;06/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
3008;Bawang Merah;06/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3025;Bawang Merah;09/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
3026;Bawang Merah;09/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3043;Bawang Merah;10/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
3044;Bawang Merah;10/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3061;Bawang Merah;11/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
3062;Bawang Merah;11/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3079;Bawang Merah;12/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;25000
3080;Bawang Merah;12/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3097;Bawang Merah;13/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3098;Bawang Merah;13/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3115;Bawang Merah;16/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3116;Bawang Merah;16/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3133;Bawang Merah;17/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3134;Bawang Merah;17/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3151;Bawang Merah;18/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3152;Bawang Merah;18/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3169;Bawang Merah;19/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3170;Bawang Merah;19/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3187;Bawang Merah;20/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3188;Bawang Merah;20/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3205;Bawang Merah;23/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3206;Bawang Merah;23/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3223;Bawang Merah;24/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3224;Bawang Merah;24/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3241;Bawang Merah;25/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3242;Bawang Merah;25/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3259;Bawang Merah;26/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3260;Bawang Merah;26/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3277;Bawang Merah;27/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;24500
3278;Bawang Merah;27/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3295;Bawang Merah;30/09/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;23500
3296;Bawang Merah;30/09/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3313;Bawang Merah;01/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;23500
3314;Bawang Merah;01/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3331;Bawang Merah;02/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;23500
3332;Bawang Merah;02/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3349;Bawang Merah;03/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;23500
3350;Bawang Merah;03/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3367;Bawang Merah;04/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;23500
3368;Bawang Merah;04/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3385;Bawang Merah;07/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;23500
3386;Bawang Merah;07/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3403;Bawang Merah;08/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;23500
3404;Bawang Merah;08/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3421;Bawang Merah;09/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3422;Bawang Merah;09/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3439;Bawang Merah;10/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3440;Bawang Merah;10/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3457;Bawang Merah;11/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;30000
3458;Bawang Merah;11/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3475;Bawang Merah;14/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;28000
3476;Bawang Merah;14/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3493;Bawang Merah;15/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;28000
3494;Bawang Merah;15/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3511;Bawang Merah;16/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;28000
3512;Bawang Merah;16/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3529;Bawang Merah;17/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3530;Bawang Merah;17/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3547;Bawang Merah;18/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3548;Bawang Merah;18/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3565;Bawang Merah;21/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3566;Bawang Merah;21/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3583;Bawang Merah;22/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3584;Bawang Merah;22/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3601;Bawang Merah;23/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3602;Bawang Merah;23/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3619;Bawang Merah;24/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3620;Bawang Merah;24/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3637;Bawang Merah;25/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3638;Bawang Merah;25/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3655;Bawang Merah;28/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3656;Bawang Merah;28/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3673;Bawang Merah;29/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3674;Bawang Merah;29/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3691;Bawang Merah;30/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
3692;Bawang Merah;30/10/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;30000
3709;Bawang Merah;31/10/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;29000
